Timestamp_ms,Value
99208,-0.194
99213,-0.190
99218,-0.195
99223,-0.203
99228,-0.209
99233,-0.214
99238,-0.217
99243,-0.214
99248,-0.205
99253,-0.198
99258,-0.196
99263,-0.194
99268,-0.193
99273,-0.192
99278,-0.191
99283,-0.185
99288,-0.177
99293,-0.180
99298,-0.190
99303,-0.192
99308,-0.183
99313,-0.175
99318,-0.177
99323,-0.189
99328,-0.197
99333,-0.195
99338,-0.186
99343,-0.180
99348,-0.185
99353,-0.199
99358,-0.209
99363,-0.208
99368,-0.203
99373,-0.202
99378,-0.201
99383,-0.202
99388,-0.205
99393,-0.211
99398,-0.216
99403,-0.214
99408,-0.206
99413,-0.201
99418,-0.198
99423,-0.197
99428,-0.190
99433,-0.185
99438,-0.187
99443,-0.192
99448,-0.188
99453,-0.171
99458,-0.154
99463,-0.149
99468,-0.154
99473,-0.158
99478,-0.152
99483,-0.141
99488,-0.134
99493,-0.135
99498,-0.138
99503,-0.134
99508,-0.125
99513,-0.117
99518,-0.114
99523,-0.111
99528,-0.108
99533,-0.106
99538,-0.105
99543,-0.102
99548,-0.092
99553,-0.078
99558,-0.069
99563,-0.064
99568,-0.063
99573,-0.061
99578,-0.060
99583,-0.055
99588,-0.045
99593,-0.034
99598,-0.015
99603,0.001
99608,0.011
99613,0.011
99618,0.008
99623,0.002
99628,-0.008
99633,-0.018
99638,-0.020
99643,-0.014
99648,-0.010
99653,-0.013
99658,-0.015
99663,-0.005
99668,0.010
99673,0.022
99678,0.019
99683,0.008
99688,-0.001
99693,0.036
99698,0.172
99703,0.431
99708,0.739
99713,0.892
99718,0.675
99723,0.090
99728,-0.557
99733,-0.891
99738,-0.805
99743,-0.503
99748,-0.243
99753,-0.104
99758,-0.028
99763,0.029
99768,0.059
99773,0.068
99778,0.076
99783,0.092
99788,0.100
99793,0.097
99798,0.096
99803,0.106
99808,0.118
99813,0.126
99818,0.129
99823,0.137
99828,0.143
99833,0.146
99838,0.147
99843,0.145
99848,0.146
99853,0.153
99858,0.166
99863,0.181
99868,0.191
99873,0.192
99878,0.189
99883,0.188
99888,0.190
99893,0.193
99898,0.200
99903,0.208
99908,0.214
99913,0.213
99918,0.211
99923,0.211
99928,0.214
99933,0.214
99938,0.213
99943,0.216
99948,0.219
99953,0.216
99958,0.208
99963,0.198
99968,0.196
99973,0.195
99978,0.188
99983,0.175
99988,0.166
99993,0.164
99998,0.164
100003,0.162
100008,0.150
100013,0.134
100018,0.122
100023,0.121
100028,0.125
100033,0.124
100038,0.113
100043,0.100
100048,0.088
100053,0.081
100058,0.078
100063,0.078
100068,0.074
100073,0.069
100078,0.063
100083,0.061
100088,0.061
100093,0.060
100098,0.056
100103,0.053
100108,0.053
100113,0.058
100118,0.066
100123,0.074
100128,0.075
100133,0.072
100138,0.071
100143,0.074
100148,0.077
100153,0.077
100158,0.071
100163,0.066
100168,0.064
100173,0.068
100178,0.072
100183,0.072
100188,0.069
100193,0.065
100198,0.065
100203,0.061
100208,0.050
100213,0.039
100218,0.037
100223,0.044
100228,0.048
100233,0.043
100238,0.034
100243,0.029
100248,0.030
100253,0.029
100258,0.028
100263,0.026
100268,0.025
100273,0.026
100278,0.026
100283,0.029
100288,0.032
100293,0.034
100298,0.032
100303,0.029
100308,0.025
100313,0.023
100318,0.028
100323,0.034
100328,0.032
100333,0.022
100338,0.016
100343,0.018
100348,0.026
100353,0.032
100358,0.034
100363,0.032
100368,0.026
100373,0.020
100378,0.019
100383,0.027
100388,0.033
100393,0.029
100398,0.023
100403,0.026
100408,0.034
100413,0.040
100418,0.040
100423,0.038
100428,0.038
100433,0.035
100438,0.038
100443,0.048
100448,0.064
100453,0.077
100458,0.081
100463,0.078
100468,0.071
100473,0.062
100478,0.055
100483,0.050
100488,0.045
100493,0.039
100498,0.032
100503,0.028
100508,0.030
100513,0.034
100518,0.040
100523,0.050
100528,0.056
100533,0.048
100538,0.035
100543,0.055
100548,0.158
100553,0.385
100558,0.700
100563,0.916
100568,0.782
100573,0.249
100578,-0.401
100583,-0.770
100588,-0.717
100593,-0.436
100598,-0.195
100603,-0.079
100608,-0.030
100613,0.010
100618,0.041
100623,0.054
100628,0.058
100633,0.058
100638,0.061
100643,0.069
100648,0.079
100653,0.083
100658,0.080
100663,0.073
100668,0.072
100673,0.083
100678,0.098
100683,0.107
100688,0.109
100693,0.106
100698,0.105
100703,0.109
100708,0.114
100713,0.115
100718,0.114
100723,0.114
100728,0.119
100733,0.125
100738,0.129
100743,0.133
100748,0.135
100753,0.136
100758,0.139
100763,0.145
100768,0.148
100773,0.144
100778,0.141
100783,0.144
100788,0.150
100793,0.150
100798,0.146
100803,0.141
100808,0.136
100813,0.130
100818,0.122
100823,0.112
100828,0.102
100833,0.093
100838,0.087
100843,0.084
100848,0.079
100853,0.067
100858,0.054
100863,0.047
100868,0.044
100873,0.043
100878,0.037
100883,0.029
100888,0.022
100893,0.021
100898,0.021
100903,0.017
100908,0.007
100913,-0.008
100918,-0.019
100923,-0.024
100928,-0.028
100933,-0.031
100938,-0.035
100943,-0.039
100948,-0.039
100953,-0.037
100958,-0.037
100963,-0.038
100968,-0.037
100973,-0.032
100978,-0.031
100983,-0.030
100988,-0.030
100993,-0.026
100998,-0.019
101003,-0.013
101008,-0.014
101013,-0.021
101018,-0.030
101023,-0.029
101028,-0.023
101033,-0.018
101038,-0.020
101043,-0.026
101048,-0.027
101053,-0.026
101058,-0.030
101063,-0.036
101068,-0.041
101073,-0.044
101078,-0.044
101083,-0.045
101088,-0.050
101093,-0.054
101098,-0.057
101103,-0.054
101108,-0.051
101113,-0.053
101118,-0.059
101123,-0.061
101128,-0.061
101133,-0.060
101138,-0.056
101143,-0.052
101148,-0.048
101153,-0.053
101158,-0.063
101163,-0.067
101168,-0.061
101173,-0.051
101178,-0.044
101183,-0.050
101188,-0.058
101193,-0.064
101198,-0.061
101203,-0.055
101208,-0.048
101213,-0.048
101218,-0.050
101223,-0.049
101228,-0.047
101233,-0.050
101238,-0.052
101243,-0.049
101248,-0.046
101253,-0.047
101258,-0.049
101263,-0.046
101268,-0.042
101273,-0.041
101278,-0.046
101283,-0.047
101288,-0.045
101293,-0.039
101298,-0.035
101303,-0.034
101308,-0.039
101313,-0.047
101318,-0.046
101323,-0.036
101328,-0.026
101333,-0.026
101338,-0.029
101343,-0.023
101348,-0.003
101353,0.016
101358,0.024
101363,0.018
101368,0.007
101373,-0.002
101378,-0.006
101383,-0.008
101388,-0.014
101393,-0.024
101398,-0.029
101403,-0.026
101408,-0.023
101413,-0.028
101418,-0.034
101423,-0.030
101428,-0.020
101433,-0.026
101438,-0.034
101443,-0.010
101448,0.101
101453,0.339
101458,0.660
101463,0.871
101468,0.722
101473,0.184
101478,-0.436
101483,-0.760
101488,-0.685
101493,-0.428
101498,-0.227
101503,-0.137
101508,-0.095
101513,-0.060
101518,-0.035
101523,-0.019
101528,-0.010
101533,-0.007
101538,-0.003
101543,0.000
101548,0.001
101553,0.001
101558,0.002
101563,0.005
101568,0.010
101573,0.013
101578,0.019
101583,0.024
101588,0.026
101593,0.024
101598,0.024
101603,0.029
101608,0.034
101613,0.038
101618,0.043
101623,0.047
101628,0.049
101633,0.049
101638,0.053
101643,0.063
101648,0.074
101653,0.077
101658,0.073
101663,0.067
101668,0.067
101673,0.075
101678,0.087
101683,0.091
101688,0.087
101693,0.080
101698,0.077
101703,0.076
101708,0.072
101713,0.065
101718,0.061
101723,0.056
101728,0.047
101733,0.036
101738,0.029
101743,0.026
101748,0.018
101753,0.007
101758,0.002
101763,0.001
101768,-0.007
101773,-0.022
101778,-0.027
101783,-0.019
101788,-0.013
101793,-0.021
101798,-0.034
101803,-0.042
101808,-0.042
101813,-0.045
101818,-0.051
101823,-0.061
101828,-0.070
101833,-0.077
101838,-0.078
101843,-0.076
101848,-0.076
101853,-0.080
101858,-0.084
101863,-0.080
101868,-0.078
101873,-0.082
101878,-0.086
101883,-0.080
101888,-0.067
101893,-0.058
101898,-0.056
101903,-0.058
101908,-0.063
101913,-0.068
101918,-0.073
101923,-0.073
101928,-0.069
101933,-0.066
101938,-0.068
101943,-0.071
101948,-0.078
101953,-0.084
101958,-0.089
101963,-0.088
101968,-0.088
101973,-0.091
101978,-0.099
101983,-0.103
101988,-0.106
101993,-0.109
101998,-0.111
102003,-0.108
102008,-0.105
102013,-0.106
102018,-0.111
102023,-0.115
102028,-0.116
102033,-0.119
102038,-0.122
102043,-0.121
102048,-0.120
102053,-0.121
102058,-0.123
102063,-0.121
102068,-0.115
102073,-0.113
102078,-0.117
102083,-0.122
102088,-0.123
102093,-0.120
102098,-0.117
102103,-0.117
102108,-0.116
102113,-0.116
102118,-0.117
102123,-0.119
102128,-0.122
102133,-0.124
102138,-0.121
102143,-0.115
102148,-0.112
102153,-0.111
102158,-0.107
102163,-0.102
102168,-0.101
102173,-0.108
102178,-0.113
102183,-0.109
102188,-0.104
102193,-0.106
102198,-0.113
102203,-0.111
102208,-0.102
102213,-0.098
102218,-0.103
102223,-0.109
102228,-0.107
102233,-0.100
102238,-0.095
102243,-0.095
102248,-0.098
102253,-0.100
102258,-0.100
102263,-0.100
102268,-0.100
102273,-0.095
102278,-0.089
102283,-0.080
102288,-0.064
102293,-0.047
102298,-0.037
102303,-0.041
102308,-0.054
102313,-0.062
102318,-0.068
102323,-0.078
102328,-0.097
102333,-0.106
102338,-0.098
102343,-0.083
102348,-0.079
102353,-0.088
102358,-0.097
102363,-0.092
102368,-0.082
102373,-0.084
102378,-0.091
102383,-0.068
102388,0.035
102393,0.261
102398,0.560
102403,0.739
102408,0.563
102413,0.023
102418,-0.590
102423,-0.907
102428,-0.826
102433,-0.548
102438,-0.315
102443,-0.201
102448,-0.151
102453,-0.113
102458,-0.082
102463,-0.064
102468,-0.056
102473,-0.052
102478,-0.046
102483,-0.041
102488,-0.037
102493,-0.039
102498,-0.040
102503,-0.037
102508,-0.029
102513,-0.023
102518,-0.021
102523,-0.023
102528,-0.022
102533,-0.019
102538,-0.014
102543,-0.006
102548,-0.001
102553,0.003
102558,0.002
102563,0.001
102568,0.002
102573,0.003
102578,0.003
102583,0.007
102588,0.012
102593,0.013
102598,0.011
102603,0.010
102608,0.011
102613,0.015
102618,0.015
102623,0.014
102628,0.010
102633,0.006
102638,0.003
102643,0.000
102648,-0.003
102653,-0.010
102658,-0.019
102663,-0.027
102668,-0.034
102673,-0.040
102678,-0.047
102683,-0.055
102688,-0.063
102693,-0.072
102698,-0.078
102703,-0.080
102708,-0.084
102713,-0.090
102718,-0.092
102723,-0.087
102728,-0.082
102733,-0.088
102738,-0.096
102743,-0.100
102748,-0.099
102753,-0.101
102758,-0.111
102763,-0.121
102768,-0.124
102773,-0.121
102778,-0.120
102783,-0.123
102788,-0.123
102793,-0.123
102798,-0.122
102803,-0.123
102808,-0.123
102813,-0.118
102818,-0.111
102823,-0.108
102828,-0.114
102833,-0.127
102838,-0.131
102843,-0.127
102848,-0.121
102853,-0.119
102858,-0.120
102863,-0.118
102868,-0.115
102873,-0.119
102878,-0.130
102883,-0.140
102888,-0.142
102893,-0.143
102898,-0.144
102903,-0.143
102908,-0.144
102913,-0.148
102918,-0.153
102923,-0.151
102928,-0.145
102933,-0.143
102938,-0.150
102943,-0.159
102948,-0.161
102953,-0.156
102958,-0.153
102963,-0.153
102968,-0.155
102973,-0.158
102978,-0.154
102983,-0.151
102988,-0.150
102993,-0.156
102998,-0.158
103003,-0.159
103008,-0.157
103013,-0.156
103018,-0.151
103023,-0.146
103028,-0.143
103033,-0.147
103038,-0.151
103043,-0.150
103048,-0.145
103053,-0.145
103058,-0.153
103063,-0.158
103068,-0.153
103073,-0.145
103078,-0.140
103083,-0.139
103088,-0.142
103093,-0.145
103098,-0.143
103103,-0.136
103108,-0.131
103113,-0.131
103118,-0.132
103123,-0.132
103128,-0.132
103133,-0.132
103138,-0.127
103143,-0.119
103148,-0.113
103153,-0.114
103158,-0.115
103163,-0.111
103168,-0.106
103173,-0.100
103178,-0.084
103183,-0.061
103188,-0.049
103193,-0.053
103198,-0.067
103203,-0.076
103208,-0.079
103213,-0.082
103218,-0.087
103223,-0.084
103228,-0.082
103233,-0.084
103238,-0.086
103243,-0.082
103248,-0.071
103253,-0.061
103258,-0.063
103263,-0.071
103268,-0.049
103273,0.042
103278,0.239
103283,0.520
103288,0.758
103293,0.735
103298,0.326
103303,-0.315
103308,-0.824
103313,-0.941
103318,-0.717
103323,-0.412
103328,-0.206
103333,-0.109
103338,-0.054
103343,-0.009
103348,0.023
103353,0.034
103358,0.035
103363,0.041
103368,0.052
103373,0.063
103378,0.070
103383,0.075
103388,0.080
103393,0.084
103398,0.090
103403,0.098
103408,0.104
103413,0.105
103418,0.105
103423,0.111
103428,0.122
103433,0.128
103438,0.127
103443,0.124
103448,0.127
103453,0.132
103458,0.143
103463,0.154
103468,0.158
103473,0.154
103478,0.153
103483,0.158
103488,0.165
103493,0.169
103498,0.165
103503,0.160
103508,0.159
103513,0.161
103518,0.162
103523,0.161
103528,0.159
103533,0.156
103538,0.152
103543,0.147
103548,0.142
103553,0.134
103558,0.130
103563,0.122
103568,0.111
103573,0.098
103578,0.092
103583,0.092
103588,0.093
103593,0.088
103598,0.078
103603,0.069
103608,0.065
103613,0.063
103618,0.063
103623,0.063
103628,0.062
103633,0.054
103638,0.043
103643,0.035
103648,0.031
103653,0.031
103658,0.030
103663,0.030
103668,0.028
103673,0.028
103678,0.031
103683,0.036
103688,0.039
103693,0.037
103698,0.032
103703,0.030
103708,0.029
103713,0.029
103718,0.031
103723,0.036
103728,0.038
103733,0.033
103738,0.025
103743,0.022
103748,0.026
103753,0.029
103758,0.028
103763,0.024
103768,0.017
103773,0.005
103778,-0.002
103783,0.002
103788,0.008
103793,0.007
103798,-0.002
103803,-0.006
103808,-0.003
103813,-0.003
103818,-0.009
103823,-0.014
103828,-0.011
103833,-0.011
103838,-0.014
103843,-0.016
103848,-0.012
103853,-0.008
103858,-0.005
103863,-0.008
103868,-0.014
103873,-0.024
103878,-0.025
103883,-0.017
103888,-0.006
103893,-0.007
103898,-0.016
103903,-0.022
103908,-0.018
103913,-0.009
103918,-0.005
103923,-0.006
103928,-0.007
103933,-0.005
103938,-0.006
103943,-0.010
103948,-0.014
103953,-0.014
103958,-0.010
103963,-0.005
103968,-0.005
103973,-0.009
103978,-0.009
103983,-0.007
103988,-0.011
103993,-0.014
103998,-0.013
104003,-0.005
104008,-0.002
104013,-0.005
104018,-0.006
104023,-0.001
104028,0.003
104033,0.000
104038,-0.003
104043,0.002
104048,0.006
104053,0.010
104058,0.016
104063,0.031
104068,0.045
104073,0.050
104078,0.044
104083,0.039
104088,0.028
104093,0.017
104098,0.011
104103,0.008
104108,0.006
104113,0.003
104118,0.003
104123,0.006
104128,0.008
104133,0.005
104138,0.010
104143,0.021
104148,0.018
104153,0.008
104158,0.029
104163,0.140
104168,0.378
104173,0.691
104178,0.882
104183,0.714
104188,0.166
104193,-0.463
104198,-0.794
104203,-0.713
104208,-0.439
104213,-0.216
104218,-0.110
104223,-0.055
104228,-0.006
104233,0.023
104238,0.028
104243,0.024
104248,0.025
104253,0.032
104258,0.043
104263,0.054
104268,0.060
104273,0.058
104278,0.055
104283,0.057
104288,0.061
104293,0.065
104298,0.071
104303,0.077
104308,0.080
104313,0.075
104318,0.069
104323,0.072
104328,0.082
104333,0.093
104338,0.100
104343,0.102
104348,0.098
104353,0.097
104358,0.102
104363,0.111
104368,0.116
104373,0.114
104378,0.115
104383,0.121
104388,0.122
104393,0.120
104398,0.117
104403,0.117
104408,0.113
104413,0.104
104418,0.101
104423,0.108
104428,0.109
104433,0.097
104438,0.080
104443,0.071
104448,0.068
104453,0.059
104458,0.046
104463,0.036
104468,0.031
104473,0.023
104478,0.014
104483,0.010
104488,0.010
104493,0.008
104498,0.002
104503,-0.005
104508,-0.010
104513,-0.013
104518,-0.017
104523,-0.017
104528,-0.019
104533,-0.025
104538,-0.034
104543,-0.041
104548,-0.047
104553,-0.050
104558,-0.050
104563,-0.049
104568,-0.049
104573,-0.050
104578,-0.047
104583,-0.042
104588,-0.039
104593,-0.042
104598,-0.047
104603,-0.046
104608,-0.048
104613,-0.050
104618,-0.051
104623,-0.045
104628,-0.038
104633,-0.037
104638,-0.039
104643,-0.042
104648,-0.045
104653,-0.050
104658,-0.054
104663,-0.055
104668,-0.055
104673,-0.058
104678,-0.059
104683,-0.059
104688,-0.061
104693,-0.069
104698,-0.075
104703,-0.074
104708,-0.075
104713,-0.081
104718,-0.085
104723,-0.082
104728,-0.076
104733,-0.072
104738,-0.076
104743,-0.082
104748,-0.088
104753,-0.089
104758,-0.083
104763,-0.072
104768,-0.066
104773,-0.067
104778,-0.072
104783,-0.079
104788,-0.083
104793,-0.081
104798,-0.078
104803,-0.078
104808,-0.081
104813,-0.082
104818,-0.077
104823,-0.072
104828,-0.071
104833,-0.076
104838,-0.075
104843,-0.071
104848,-0.071
104853,-0.074
104858,-0.076
104863,-0.074
104868,-0.068
104873,-0.066
104878,-0.067
104883,-0.066
104888,-0.064
104893,-0.064
104898,-0.069
104903,-0.072
104908,-0.074
104913,-0.072
104918,-0.067
104923,-0.060
104928,-0.056
104933,-0.059
104938,-0.063
104943,-0.061
104948,-0.053
104953,-0.046
104958,-0.041
104963,-0.036
104968,-0.024
104973,-0.012
104978,-0.007
104983,-0.013
104988,-0.021
104993,-0.027
104998,-0.029
105003,-0.031
105008,-0.039
105013,-0.045
105018,-0.048
105023,-0.045
105028,-0.043
105033,-0.042
105038,-0.043
105043,-0.038
105048,-0.038
105053,-0.046
105058,-0.045
105063,0.002
105068,0.144
105073,0.410
105078,0.712
105083,0.819
105088,0.529
105093,-0.068
105098,-0.608
105103,-0.782
105108,-0.615
105113,-0.360
105118,-0.199
105123,-0.130
105128,-0.087
105133,-0.055
105138,-0.034
105143,-0.025
105148,-0.016
105153,-0.011
105158,-0.009
105163,-0.008
105168,-0.003
105173,0.000
105178,-0.003
105183,-0.006
105188,-0.003
105193,0.005
105198,0.015
105203,0.021
105208,0.026
105213,0.026
105218,0.026
105223,0.028
105228,0.031
105233,0.032
105238,0.035
105243,0.043
105248,0.049
105253,0.051
105258,0.050
105263,0.050
105268,0.052
105273,0.057
105278,0.066
105283,0.077
105288,0.084
105293,0.081
105298,0.075
105303,0.074
105308,0.076
105313,0.076
105318,0.072
105323,0.071
105328,0.069
105333,0.061
105338,0.050
105343,0.041
105348,0.039
105353,0.032
105358,0.022
105363,0.010
105368,0.003
105373,-0.002
105378,-0.009
105383,-0.018
105388,-0.021
105393,-0.017
105398,-0.012
105403,-0.013
105408,-0.021
105413,-0.030
105418,-0.037
105423,-0.039
105428,-0.045
105433,-0.055
105438,-0.062
105443,-0.064
105448,-0.066
105453,-0.071
105458,-0.077
105463,-0.077
105468,-0.072
105473,-0.070
105478,-0.071
105483,-0.072
105488,-0.071
105493,-0.069
105498,-0.067
105503,-0.066
105508,-0.066
105513,-0.065
105518,-0.063
105523,-0.064
105528,-0.067
105533,-0.075
105538,-0.076
105543,-0.071
105548,-0.071
105553,-0.077
105558,-0.080
105563,-0.073
105568,-0.068
105573,-0.077
105578,-0.092
105583,-0.098
105588,-0.093
105593,-0.090
105598,-0.097
105603,-0.105
105608,-0.104
105613,-0.102
105618,-0.103
105623,-0.109
105628,-0.115
105633,-0.117
105638,-0.117
105643,-0.117
105648,-0.117
105653,-0.120
105658,-0.126
105663,-0.126
105668,-0.122
105673,-0.117
105678,-0.115
105683,-0.115
105688,-0.118
105693,-0.126
105698,-0.131
105703,-0.130
105708,-0.126
105713,-0.121
105718,-0.121
105723,-0.121
105728,-0.120
105733,-0.122
105738,-0.130
105743,-0.133
105748,-0.125
105753,-0.114
105758,-0.103
105763,-0.102
105768,-0.106
105773,-0.114
105778,-0.119
105783,-0.120
105788,-0.121
105793,-0.120
105798,-0.114
105803,-0.106
105808,-0.101
105813,-0.106
105818,-0.118
105823,-0.122
105828,-0.114
105833,-0.106
105838,-0.105
105843,-0.111
105848,-0.113
105853,-0.106
105858,-0.099
105863,-0.097
105868,-0.095
105873,-0.087
105878,-0.070
105883,-0.054
105888,-0.052
105893,-0.062
105898,-0.072
105903,-0.079
105908,-0.087
105913,-0.099
105918,-0.105
105923,-0.104
105928,-0.105
105933,-0.111
105938,-0.112
105943,-0.105
105948,-0.095
105953,-0.092
105958,-0.095
105963,-0.103
105968,-0.097
105973,-0.049
105978,0.097
105983,0.365
105988,0.650
105993,0.708
105998,0.369
106003,-0.247
106008,-0.778
106013,-0.935
106018,-0.746
106023,-0.460
106028,-0.268
106033,-0.184
106038,-0.143
106043,-0.108
106048,-0.082
106053,-0.068
106058,-0.063
106063,-0.060
106068,-0.058
106073,-0.060
106078,-0.060
106083,-0.052
106088,-0.038
106093,-0.026
106098,-0.019
106103,-0.021
106108,-0.024
106113,-0.027
106118,-0.027
106123,-0.024
106128,-0.019
106133,-0.018
106138,-0.016
106143,-0.012
106148,-0.006
106153,-0.005
106158,-0.005
106163,-0.003
106168,0.003
106173,0.008
106178,0.011
106183,0.013
106188,0.014
106193,0.012
106198,0.008
106203,0.005
106208,0.008
106213,0.015
106218,0.016
106223,0.011
106228,0.003
106233,-0.003
106238,-0.007
106243,-0.012
106248,-0.016
106253,-0.022
106258,-0.032
106263,-0.042
106268,-0.049
106273,-0.055
106278,-0.061
106283,-0.066
106288,-0.074
106293,-0.082
106298,-0.087
106303,-0.086
106308,-0.082
106313,-0.083
106318,-0.090
106323,-0.098
106328,-0.104
106333,-0.106
106338,-0.108
106343,-0.114
106348,-0.122
106353,-0.130
106358,-0.130
106363,-0.122
106368,-0.115
106373,-0.113
106378,-0.119
106383,-0.125
106388,-0.129
106393,-0.133
106398,-0.132
106403,-0.125
106408,-0.118
106413,-0.116
106418,-0.120
106423,-0.126
106428,-0.130
106433,-0.132
106438,-0.129
106443,-0.123
106448,-0.119
106453,-0.121
106458,-0.129
106463,-0.137
106468,-0.142
106473,-0.145
106478,-0.145
106483,-0.143
106488,-0.144
106493,-0.145
106498,-0.148
106503,-0.151
106508,-0.159
106513,-0.170
106518,-0.173
106523,-0.165
106528,-0.156
106533,-0.158
106538,-0.166
106543,-0.172
106548,-0.173
106553,-0.172
106558,-0.169
106563,-0.165
106568,-0.159
106573,-0.158
106578,-0.161
106583,-0.166
106588,-0.173
106593,-0.180
106598,-0.179
106603,-0.172
106608,-0.166
106613,-0.168
106618,-0.172
106623,-0.171
106628,-0.168
106633,-0.169
106638,-0.170
106643,-0.169
106648,-0.167
106653,-0.166
106658,-0.169
106663,-0.165
106668,-0.160
106673,-0.160
106678,-0.164
106683,-0.166
106688,-0.166
106693,-0.160
106698,-0.150
106703,-0.139
106708,-0.138
106713,-0.145
106718,-0.153
106723,-0.149
106728,-0.130
106733,-0.109
106738,-0.096
106743,-0.098
106748,-0.111
106753,-0.126
106758,-0.135
106763,-0.134
106768,-0.136
106773,-0.140
106778,-0.137
106783,-0.134
106788,-0.136
106793,-0.148
106798,-0.153
106803,-0.140
106808,-0.121
106813,-0.117
106818,-0.125
106823,-0.117
106828,-0.048
106833,0.128
106838,0.406
106843,0.666
106848,0.677
106853,0.298
106858,-0.339
106863,-0.873
106868,-1.026
106873,-0.827
106878,-0.524
106883,-0.306
106888,-0.198
106893,-0.138
106898,-0.088
106903,-0.052
106908,-0.033
106913,-0.028
106918,-0.024
106923,-0.019
106928,-0.013
106933,-0.005
106938,0.005
106943,0.018
106948,0.031
106953,0.037
106958,0.043
106963,0.049
106968,0.055
106973,0.055
106978,0.055
106983,0.066
106988,0.083
106993,0.092
106998,0.093
107003,0.093
107008,0.100
107013,0.106
107018,0.105
107023,0.101
107028,0.104
107033,0.116
107038,0.129
107043,0.137
107048,0.141
107053,0.142
107058,0.141
107063,0.138
107068,0.137
107073,0.137
107078,0.138
107083,0.137
107088,0.132
107093,0.126
107098,0.123
107103,0.124
107108,0.125
107113,0.119
107118,0.105
107123,0.090
107128,0.084
107133,0.085
107138,0.085
107143,0.078
107148,0.068
107153,0.057
107158,0.051
107163,0.050
107168,0.049
107173,0.046
107178,0.040
107183,0.035
107188,0.031
107193,0.026
107198,0.022
107203,0.018
107208,0.014
107213,0.013
107218,0.018
107223,0.024
107228,0.024
107233,0.023
107238,0.024
107243,0.029
107248,0.035
107253,0.035
107258,0.034
107263,0.032
107268,0.026
107273,0.021
107278,0.026
107283,0.035
107288,0.039
107293,0.034
107298,0.029
107303,0.029
107308,0.034
107313,0.031
107318,0.022
107323,0.015
107328,0.011
107333,0.008
107338,0.005
107343,0.005
107348,0.010
107353,0.010
107358,0.004
107363,-0.002
107368,-0.004
107373,-0.006
107378,-0.007
107383,-0.006
107388,-0.004
107393,-0.004
107398,-0.005
107403,-0.006
107408,-0.008
107413,-0.009
107418,-0.009
107423,-0.010
107428,-0.010
107433,-0.010
107438,-0.005
107443,-0.003
107448,-0.003
107453,-0.006
107458,-0.005
107463,-0.002
107468,0.003
107473,0.001
107478,0.001
107483,0.002
107488,-0.002
107493,-0.008
107498,-0.012
107503,-0.006
107508,0.000
107513,-0.001
107518,-0.006
107523,-0.006
107528,0.000
107533,0.008
107538,0.011
107543,0.011
107548,0.007
107553,0.003
107558,0.000
107563,0.001
107568,0.006
107573,0.011
107578,0.023
107583,0.040
107588,0.053
107593,0.055
107598,0.046
107603,0.039
107608,0.037
107613,0.031
107618,0.021
107623,0.015
107628,0.016
107633,0.016
107638,0.012
107643,0.009
107648,0.010
107653,0.013
107658,0.021
107663,0.026
107668,0.019
107673,0.014
107678,0.050
107683,0.176
107688,0.425
107693,0.730
107698,0.884
107703,0.664
107708,0.082
107713,-0.538
107718,-0.824
107723,-0.701
107728,-0.406
107733,-0.187
107738,-0.090
107743,-0.043
107748,0.001
107753,0.031
107758,0.043
107763,0.045
107768,0.048
107773,0.049
107778,0.052
107783,0.060
107788,0.068
107793,0.072
107798,0.072
107803,0.071
107808,0.069
107813,0.067
107818,0.069
107823,0.077
107828,0.085
107833,0.089
107838,0.088
107843,0.089
107848,0.093
107853,0.096
107858,0.099
107863,0.106
107868,0.113
107873,0.117
107878,0.120
107883,0.123
107888,0.126
107893,0.127
107898,0.129
107903,0.130
107908,0.129
107913,0.127
107918,0.125
107923,0.126
107928,0.128
107933,0.126
107938,0.120
107943,0.117
107948,0.114
107953,0.111
107958,0.103
107963,0.096
107968,0.088
107973,0.077
107978,0.064
107983,0.053
107988,0.046
107993,0.040
107998,0.036
108003,0.033
108008,0.031
108013,0.029
108018,0.025
108023,0.021
108028,0.014
108033,0.006
108038,-0.002
108043,-0.010
108048,-0.015
108053,-0.021
108058,-0.026
108063,-0.027
108068,-0.028
108073,-0.031
108078,-0.032
108083,-0.031
108088,-0.029
108093,-0.032
108098,-0.035
108103,-0.037
108108,-0.036
108113,-0.032
108118,-0.027
108123,-0.022
108128,-0.018
108133,-0.013
108138,-0.011
108143,-0.013
108148,-0.020
108153,-0.028
108158,-0.033
108163,-0.030
108168,-0.027
108173,-0.031
108178,-0.040
108183,-0.048
108188,-0.047
108193,-0.042
108198,-0.040
108203,-0.041
108208,-0.048
108213,-0.056
108218,-0.060
108223,-0.060
108228,-0.056
108233,-0.056
108238,-0.062
108243,-0.073
108248,-0.077
108253,-0.071
108258,-0.062
108263,-0.058
108268,-0.063
108273,-0.073
108278,-0.080
108283,-0.079
108288,-0.072
108293,-0.068
108298,-0.071
108303,-0.077
108308,-0.080
108313,-0.080
108318,-0.082
108323,-0.082
108328,-0.080
108333,-0.078
108338,-0.077
108343,-0.075
108348,-0.074
108353,-0.073
108358,-0.075
108363,-0.075
108368,-0.073
108373,-0.073
108378,-0.074
108383,-0.071
108388,-0.069
108393,-0.070
108398,-0.069
108403,-0.069
108408,-0.069
108413,-0.070
