Timestamp,Value
116047,-0.09
116048,-0.089
116049,-0.08600000000000001
116050,-0.081
116051,-0.078
116052,-0.079
116053,-0.081
116118,-0.083
116119,-0.081
116120,-0.084
116121,-0.09
116122,-0.09
116123,-0.081
116124,-0.07100000000000001
116125,-0.069
116126,-0.075
116127,-0.08
116128,-0.077
116129,-0.074
116130,-0.073
116131,-0.07
116132,-0.068
116133,-0.07
116198,-0.073
116199,-0.074
116200,-0.066
116201,-0.058
116202,-0.057
116203,-0.062
116204,-0.063
116205,-0.058
116206,-0.057
116207,-0.06
116208,-0.059000000000000004
116209,-0.056
116210,-0.055
116211,-0.056
116212,-0.055
116213,-0.053
116278,-0.05
116279,-0.045
116280,-0.039
116281,-0.032
116282,-0.02
116283,-0.008
116284,0
116285,-0.005
116286,-0.014
116287,-0.022
116288,-0.023
116289,-0.026000000000000002
116290,-0.031
116291,-0.039
116292,-0.041
116293,-0.043000000000000003
116358,-0.043000000000000003
116359,-0.04
116360,-0.035
116361,-0.033
116362,-0.034
116363,-0.04
116364,-0.044
116365,-0.023
116366,0.069
116367,0.28300000000000003
116368,0.594
116369,0.8160000000000001
116370,0.7020000000000001
116371,0.195
116372,-0.426
116373,-0.782
116438,-0.735
116439,-0.47800000000000004
116440,-0.253
116441,-0.14300000000000002
116442,-0.091
116443,-0.053
116444,-0.028
116445,-0.019
116446,-0.015
116447,-0.008
116448,-0.002
116449,-0.002
116450,-0.005
116451,-0.003
116452,0.005
116453,0.007
116518,0.003
116519,0.001
116520,0.008
116521,0.018000000000000002
116522,0.021
116523,0.019
116524,0.019
116525,0.024
116526,0.025
116527,0.023
116528,0.026000000000000002
116529,0.034
116530,0.04
116531,0.04
116532,0.04
116533,0.042
116598,0.045
116599,0.055
116600,0.064
116601,0.067
116602,0.064
116603,0.064
116604,0.07
116605,0.07200000000000001
116606,0.07
116607,0.062
116608,0.06
116609,0.055
116610,0.049
116611,0.039
116612,0.031
116613,0.024
116678,0.018000000000000002
116679,0.014
116680,0.011
116681,-0.001
116682,-0.017
116683,-0.032
116684,-0.037
116685,-0.039
116686,-0.041
116687,-0.045
116688,-0.047
116689,-0.047
116690,-0.049
116691,-0.051000000000000004
116692,-0.051000000000000004
116693,-0.058
116758,-0.069
116759,-0.078
116760,-0.08
116761,-0.077
116762,-0.078
116763,-0.08
116764,-0.084
116765,-0.088
116766,-0.089
116767,-0.09
116768,-0.08700000000000001
116769,-0.082
116770,-0.084
116771,-0.089
116772,-0.094
116773,-0.097
116838,-0.096
116839,-0.09
116840,-0.085
116841,-0.085
116842,-0.088
116843,-0.093
116844,-0.095
116845,-0.097
116846,-0.098
116847,-0.1
